Time [Sec],Na23,Mg24,P31,S34,Ca44,Mn55,Sr88,Ba137,La139,Ce140,Pr141,Nd146,Eu153,Gd157,Dy163,Ho165,Er166
1.5466,67470.69,120,120,170,400.01,80,0,0,0,0,0,0,0,0,0,0,0
3.0466,67782.08,50,80,80,500.01,60,0,0,0,0,0,0,0,0,0,0,0
4.5466,68515.38,60,110,140,400.01,50,0,0,0,0,0,0,0,0,0,0,0
6.0466,66737.43,60,80,130,560.01,50,0,0,0,0,0,0,0,0,0,0,0
7.5467,67561.09,110,130,80,640.01,60,0,0,0,0,0,0,0,0,0,0,0
9.0467,67982.98,70,120,70,320,110,0,0,0,0,0,0,0,0,0,0,0
10.5467,67842.35,120,60,150,580.01,60,0,0,0,0,0,0,0,0,0,0,0
12.0467,67028.72,70,90,60,500.01,110,0,0,295.92,2000.14,940.03,1660.1,430.01,420.01,300,140,160
13.5467,70012.24,35812.53,50,110,143610.87,19903.42,287742.63,260,17470.12,55911.93,8252.44,6301.43,980.03,840.03,700.02,410.01,280
15.0468,74101.72,50675.11,230,120,99673.29,14947.57,320625.47,180,16295.23,38854.08,4570.75,3660.48,480.01,350,180,180,150
16.5468,70946.6,57911.12,150,100,148841.98,23849.27,337299.47,190,14098.96,38152.15,5751.19,4970.89,810.02,590.01,430.01,270,360
18.0468,70866.21,50564.74,50,40,120204.4,17059.86,239065.51,150,12628.16,33640.55,5110.94,4290.66,890.03,630.01,470.01,400.01,300
19.5468,71187.72,56947.46,170,90,170573.77,22557.24,287844.64,170,7389.71,20014.36,2340.2,1590.09,150,280,230,90,140
21.0468,71067.16,16158.66,60,150,99572.62,13195.9,110723.49,160,2336.93,9303.1,1630.1,1460.08,350,230,290,90,80
22.5468,67551.04,18351.17,160,130,95787.85,14156.79,144116.62,20,3541.27,9403.17,1780.11,1140.05,210,120,90,70,140
24.0469,69067.9,122173.53,70,130,132690.01,21816.13,200179.94,90,4072.02,10704.11,2100.16,1500.08,230,220,110,170,140
25.5469,67631.41,33998.33,130,160,108958.14,15458.1,185687.97,40,3694.37,8502.59,1570.09,1000.04,130,170,170,50,170
27.0469,69329.09,25401.4,80,140,95888.49,14527.15,189841.52,110,3857.68,8502.59,1510.08,1440.07,240,230,260,170,210
28.5469,68635.93,37025.45,1930.12,160,143388.74,17660.57,216919.44,130,14854.85,54205.21,9343.13,9363.16,1410.07,1240.06,690.02,310,310
30.0469,76131.8,6411.36,31322.69,110,88020.01,2420.2,163117.44,150,45871.23,112149.42,17390.85,13376.44,1660.1,1340.07,820.02,430.01,250
31.5469,74423.3,830.02,32886.04,80,80236.11,1250.05,121308.13,70,39678.82,95224.2,18582.39,13676.73,1600.09,1490.08,820.02,320,280
33.0469,77669.62,33747.77,31883.88,160,90414.32,8202.28,143207.62,50,39484.39,89285.08,14587.64,10994.35,1360.07,990.04,550.01,320,190
34.547,73418.39,370512.1,15498.01,110,69843.81,23739.1,108305.23,120,13118.41,36447.6,5951.27,6551.55,1410.07,1410.07,820.02,520.01,350
36.047,76925.81,123716.04,25902.36,100,77039.26,2890.28,138158.73,20,54555.48,131012.89,18662.49,15308.43,2110.16,1740.11,920.03,460.01,250
37.547,74925.78,497286.48,15117.62,100,94076.97,29649.78,236320.81,180,18992.52,37550.52,4980.89,2820.29,420.01,200,170,90,100
39.047,70856.17,580235.81,5100.87,140,71853.36,23989.5,111731.22,20,24582.87,64649.6,9833.47,10764.17,1580.09,1450.08,750.02,580.01,370
40.547,77368.07,2850.27,32254.67,160,75169.72,1210.05,140481.01,70,45922.42,119308.5,16639.93,12555.67,1620.09,1290.06,850.03,530.01,390.01
42.0471,76976.07,600.01,31613.31,110,71149.99,820.02,136442.51,30,52680.94,126572.15,18452.21,14747.83,2030.15,1540.09,960.03,500.01,390.01
43.5471,78142.05,1680.09,31683.45,150,72596.97,960.03,132707.89,10,51492.85,141211.78,18832.72,14717.8,1860.13,1510.08,1010.04,570.01,280
45.0471,78312.93,400.01,29529.06,90,66890.27,400.01,34842.04,0,3418.79,3800.52,520.01,280,0,10,0,0,0
46.5471,66516.46,80,170,70,420.01,50,0,0,40.82,0,0,10,0,0,0,0,0
48.0471,69138.22,60,130,100,520.01,40,0,0,0,0,20,0,0,0,0,0,0
49.5471,69218.58,70,90,170,620.01,60,0,0,0,0,0,0,0,0,0,0,0
51.0472,68826.8,80,160,120,500.01,80,0,0,0,0,0,0,0,0,0,0,0
52.5472,67530.96,30,100,160,400.01,50,0,0,0,0,0,0,0,0,0,0,0
54.0472,68595.75,70,80,80,660.01,60,0,0,0,0,0,0,0,0,0,0,0
55.5472,68696.21,80,110,120,440.01,110,0,0,0,0,0,0,0,0,0,0,0
57.0472,67882.53,0,70,190,620.01,2030.14,71175.23,160,12209.42,32938.88,5801.21,4130.61,760.02,560.01,560.01,210,280
58.5472,70243.31,64417.47,110,120,118309.28,20644.44,265115,150,14599.48,26324.84,4240.65,3480.44,560.01,360,320,180,170
60.0473,67922.71,278124.51,70,130,100116.25,21375.48,340472.74,200,16836.69,33339.83,4080.6,3250.38,620.01,410.01,290,190,200
61.5473,69951.96,119713.89,160,100,154822.65,23929.4,364038.05,210,13496.32,34743.25,5601.13,4390.69,590.01,420.01,330,330,170
63.0473,68465.16,44244.89,50,110,124035.7,16619.36,242725.88,70,12444.33,39255.21,5381.04,3920.55,830.02,550.01,370,320,280
64.5473,70534.67,59206.15,200,180,149811.66,19352.69,299682.16,170,7267.2,21216.14,2650.25,1840.12,410.01,340,230,160,150
66.0473,73840.44,21014.65,150,70,123269.35,16969.76,157556.11,30,2204.26,6201.38,1750.11,1650.1,280,320,300,230,180
67.5473,70594.95,24439.81,70,90,96291.08,14086.73,154826.79,70,2745.17,8102.35,1000.04,1070.04,130,150,150,80,70
69.0474,70293.54,315908.76,90,50,86008.28,26563.91,123325.14,60,2632.9,8102.35,1100.04,690.02,100,140,80,110,90
70.5474,68897.12,303823.92,150,130,104929.3,25401.86,196023.42,80,3745.4,11504.75,1830.12,1460.08,210,240,270,160,240
72.0474,66918.23,38819.97,200,130,115587.98,17970.95,252084.41,80,5276.51,18412.15,3010.33,3030.33,470.01,630.01,360,350,310
73.5474,71057.11,14567.04,17440.14,90,132911.97,7321.82,149470.71,30,41623.25,114669.8,17120.52,14637.71,2060.15,1840.12,870.03,570.01,360
75.0474,75257.43,850.02,36935.45,110,78707.97,970.03,120904.78,50,45574.34,129397.92,18051.69,13396.46,1420.07,1220.05,1100.04,400.01,380.01
76.5474,77739.98,990.03,29839.67,90,81824.74,1190.05,143914.62,40,47447.92,125462.17,18982.93,14187.24,2040.15,1500.08,900.03,540.01,420.01
78.0475,75388.08,5130.87,32665.56,150,79150.31,2670.24,148864.48,320,47673.18,108420.08,16840.17,11324.62,1920.13,1680.1,1310.06,650.02,540.01
79.5475,126992.78,2450.2,29148.31,60,81844.86,2120.15,163218.57,150,60416.3,134546.33,20975.78,15768.95,1940.14,1600.09,930.03,550.01,420.01
81.0475,75558.93,2990.3,23538.47,210,93151.16,1050.04,153310.71,100,49106.72,126673.05,21266.22,15028.13,1650.1,1260.06,640.01,350,120
82.5475,70564.81,566829.52,10633.77,80,103982.67,34710.81,183358.44,170,4204.72,6401.47,1040.04,720.02,60,110,60,70,70
84.0475,70785.84,351954.88,5350.96,3480.4,79492.13,17990.97,132203.29,20,22681.7,56112.73,9072.95,9673.37,1370.07,1230.05,740.02,390.01,270
85.5475,73920.83,18671.57,33206.75,140,76958.84,1100.04,142702.66,30,50550.63,108722.43,17010.38,13706.76,1940.14,1480.08,950.03,620.01,380.01
87.0476,77498.74,520.01,32805.86,200,87416.46,1100.04,141389.82,10,51113.91,122334.56,20064.44,15218.34,2040.15,1770.11,860.03,660.02,370
88.5476,76996.18,620.01,30511.02,210,74124.48,990.03,143207.62,60,50939.8,124453.19,20354.86,16369.64,2320.19,1830.12,1040.04,360,430.01
90.0476,78554.18,410.01,18110.93,120,8002.16,70,8002.22,10,938.81,1000.04,220,110,10,0,10,0,0
91.5476,69158.31,80,180,170,540.01,40,100,0,61.22,0,0,0,0,0,0,10,0
93.0476,67972.93,90,190,100,720.02,60,0,0,10.2,0,0,0,0,0,0,0,0
94.5476,69690.76,10,140,100,540.01,40,0,0,0,0,0,0,0,0,0,0,0
96.0477,68917.21,50,90,160,400.01,70,0,0,0,0,0,0,0,0,0,0,0
97.5477,68264.25,60,70,130,660.01,50,0,0,0,0,0,0,0,0,0,0,0
99.0477,69218.58,30,120,70,600.01,50,0,0,0,0,0,0,0,0,0,0,0
100.5477,69429.55,90,110,90,540.01,130,0,0,0,0,0,0,0,0,0,0,30
102.0477,74614.24,76202.29,220,100,130087.14,21826.14,290497.03,100,13210.33,30633.63,5210.97,3060.34,680.02,480.01,410.01,270,190
103.5477,68846.89,346971.21,120,90,146418.07,29018.53,350508.97,150,11525.17,31234.96,3880.54,2690.26,450.01,490.01,330,190,270
105.0478,69851.5,191357.99,210,130,152296.74,33818.74,301519.88,150,10820.52,26625.41,3270.38,2970.32,380.01,410.01,410.01,320,280
106.5478,67902.62,242831.97,160,50,142984.87,27165,285294.68,190,11760.06,30834.07,4300.66,3770.51,520.01,500.01,440.01,410.01,250
108.0478,70042.38,62740.41,80,130,222209.7,28617.75,519388.73,150,13649.53,37149.45,4750.81,4030.58,610.01,600.01,450.01,210,250
109.5478,70183.03,66044.49,170,100,143287.76,18561.68,185789.25,80,6695.48,13006.07,1910.13,1170.05,340,260,270,150,200
111.0478,70263.4,15608.08,170,90,111053.58,15388.03,151491.64,30,2367.55,11905.08,1410.07,1730.11,340,230,280,170,150
112.5478,72413.54,23247.93,100,120,110146.86,14246.88,178902.98,80,3041.15,10503.96,1580.09,1190.05,300,310,180,180,170
114.0479,69660.61,48919.32,210,110,99532.34,17460.33,161196.01,430.01,3531.06,10704.11,1900.13,1690.1,390.01,280,220,220,260
115.5479,69630.47,265438.65,190,140,103620.15,25141.42,151996.92,20,5062.14,13106.16,2200.17,1700.1,260,320,170,110,40
117.0479,68123.62,453207.81,220,90,104445.91,29900.29,143409.62,50,5541.92,14407.44,3510.44,3210.37,630.01,440.01,410.01,330,220
118.5479,69881.63,55070.5,360,130,158278.79,24330.06,306319.46,200,13128.63,34643,6161.36,5080.93,890.03,830.02,550.01,410.01,360
120.0479,72674.8,39993.03,14627.13,130,168206.99,17840.79,244047.93,430.01,27803.2,64247.74,10383.87,7612.09,980.03,790.02,540.01,410.01,240
121.548,73709.8,77307.9,19212.31,120,156661.78,23418.58,198354.97,500.01,35494.09,98950.02,16689.99,15809,2580.24,2420.21,1400.07,550.01,370
123.048,81620.41,60210.11,62289.16,100,146014.12,3180.34,254730.3,90,63316.88,153642.24,21756.98,15728.9,1900.13,1830.12,710.02,410.01,280
124.548,76041.34,5280.93,36313.94,100,116394.24,3120.33,202512.16,190,55907.76,133839.57,18742.6,12595.71,1650.1,1200.05,730.02,390.01,210
126.048,72845.62,309171.09,15267.77,110,65905.88,17310.16,138158.73,60,7001.76,16710.01,1930.13,1130.05,80,120,30,0,10
127.548,66446.15,504562.57,210,180,51348.6,18221.25,97528.72,70,2071.58,7101.81,890.03,530.01,90,40,70,40,30
129.048,67852.39,501151.44,3120.32,180,78366.17,23749.11,142500.67,40,22896.33,53904.04,9503.24,8542.63,1310.06,1380.07,860.03,520.01,420.01
130.548,77920.91,4410.65,30541.08,100,71913.65,1070.04,125544.17,10,49608.48,125663.98,17701.24,15068.17,1940.14,1840.12,1130.05,520.01,500.01
132.0481,81650.57,670.01,32635.49,150,75330.53,1140.04,131395.96,60,49680.17,125865.8,19964.3,15038.14,2050.15,1590.09,910.03,520.01,360
133.5481,81801.39,640.01,28767.58,90,64861.3,890.03,130487.76,0,56553.21,139191.62,20905.68,14747.83,750.02,260,80,20,10
135.0481,68565.61,40,250,180,1180.05,50,100,0,81.63,300,30,20,0,0,0,0,0
136.5481,68656.02,50,150,130,460.01,40,0,0,10.2,100,0,0,0,0,0,0,0
138.0481,67239.66,20,190,140,420.01,60,0,0,0,0,0,0,0,0,0,0,0
139.5482,68746.43,70,70,110,540.01,90,0,0,0,0,0,0,0,0,0,0,0
141.0482,68877.03,50,120,100,320,120,0,0,0,0,0,0,0,0,0,0,0
142.5482,69389.37,50,110,60,340,40,0,0,0,0,0,0,0,0,0,0,0
144.0482,68595.75,80,110,130,360,70,0,0,0,0,0,0,0,0,0,0,0
145.5482,69067.9,70,80,70,420.01,120,0,0,0,0,0,0,0,0,0,0,0
147.0482,69198.5,60,70,180,500.01,50,0,0,0,0,0,0,0,40,140,120,100
148.5483,70213.17,169559.12,130,80,94560.02,20023.59,184269.95,50,7644.95,17711.25,2260.18,1700.1,220,130,70,60,10
150.0483,69047.81,684237.72,150,110,82689.51,31784.22,155534.34,20,8043.14,12905.97,2660.25,1850.12,210,240,130,70,120
151.5483,70032.33,342735.89,160,70,135596.07,30431.37,261143.51,120,9533.87,19012.96,2750.27,3240.38,440.01,410.01,380.01,190,190
153.0483,69851.5,333522.46,130,100,106218.41,29850.19,228089.85,20,5051.94,8302.47,1440.07,1110.04,190,160,110,90,160
154.5483,69580.25,454763.67,500.01,170,123612.19,31373.34,288966.75,100,11280.07,23620,3850.53,3180.36,510.01,550.01,500.01,240,350
156.0483,71057.11,66948.47,70,100,146175.7,21215.25,325022.27,230,16458.69,36447.6,4590.76,2780.28,610.01,380.01,370,330,190
157.5484,71579.57,17430.08,110,150,105170.99,13916.56,141894.74,40,2030.76,9503.24,1710.1,1520.08,320,310,200,280,130
159.0484,71921.2,21695.61,160,110,102613.2,14687.31,175359.87,10,2500.22,7502.02,1700.1,1730.11,310,300,230,70,200
160.5484,67922.71,58041.63,110,130,123531.52,21165.18,175562.31,60,10432.47,27727.55,3510.44,2700.26,470.01,430.01,380.01,240,230
162.0484,70826.03,35782.46,180,120,132790.9,19512.9,246895.78,90,13659.75,29030.2,4150.62,3390.41,620.01,340,410.01,260,160
163.5484,70836.07,44535.75,190,70,132266.25,20183.81,291721.39,330,18532.71,42163.69,6091.33,5110.94,760.02,450.01,420.01,390.01,230
165.0484,68856.94,57037.8,390.01,120,177311.97,25081.32,357476.94,180,10810.31,25022.44,4440.71,2780.28,500.01,660.02,540.01,270,170
166.5485,76865.51,155104.58,8402.35,90,122866.03,33668.4,169490.3,170,7246.78,16609.89,2020.15,1370.07,120,60,40,30,10
168.0485,68103.52,646410.46,470.01,100,90414.32,38580.41,105383.69,130,1704.19,4100.6,630.01,830.02,100,180,60,60,40
169.5485,72524.07,547244.8,3210.34,70,72154.82,32235.2,83541.3,440.01,8237.13,23620,3980.57,2890.3,300,340,340,140,150
171.0485,74584.09,543513.23,9242.85,140,94298.37,31303.2,127561.76,80,8073.76,18111.76,2460.22,1390.07,160,60,70,20,10
172.5485,69329.09,575384.95,210,110,55824.7,18541.65,88973.66,40,1806.24,3900.55,440.01,320,40,20,30,20,30
174.0486,68866.98,439171.01,160,130,54901.27,18631.76,102261.34,70,2071.58,4300.66,570.01,380.01,60,50,30,30,60
175.5486,69339.14,391431.36,14487,70,85505.39,12545.34,135130.23,30,37908.6,94016.04,14547.59,12906,1830.12,1770.11,1090.04,460.01,370
177.0486,122677.25,4680.73,32785.82,140,92809.02,1170.05,167770.37,40,61799.9,148486.81,19513.66,16089.32,2080.16,1920.13,990.04,540.01,340
178.5486,81238.36,960.03,34940.68,180,94922.32,1300.06,152097.96,30,59606.7,143333.28,19874.17,14417.48,2160.17,2020.15,1020.04,560.01,350
180.0486,79770.55,530.01,31773.64,170,70305.99,1120.04,112235.1,20,59524.72,131214.79,13566.6,3690.49,260,40,10,0,10
181.5486,68856.94,70,270,100,920.03,90,400.01,0,112.25,0,10,50,0,0,0,0,0
183.0486,69781.17,60,90,160,540.01,110,0,10,0,0,0,10,0,0,0,0,0
184.5487,68143.71,20,70,140,340,30,0,0,0,0,0,0,0,0,0,0,0
186.0487,69067.9,100,80,10,740.02,50,0,0,0,0,0,0,0,0,0,0,0
187.5487,69017.67,30,130,100,600.01,100,0,0,0,0,0,0,0,0,0,0,0
189.0487,66436.1,30,140,170,480.01,80,0,0,0,0,0,0,0,0,0,0,0
190.5487,67852.39,30,110,170,460.01,90,0,0,0,0,0,0,0,0,0,0,0
192.0488,70022.28,10,170,70,31252.84,14597.22,205757.62,460.01,11341.35,25623.53,3220.37,2230.18,510.01,340,300,250,150
193.5488,71659.95,78212.56,220,40,134425.51,21886.23,224737.82,220,9605.35,22818.67,3140.35,2490.22,410.01,300,280,150,190
195.0488,70584.9,331529.17,70,100,96975.52,29429.34,208293.66,40,6134,20815.53,2160.17,1570.09,280,200,190,200,200
196.5488,70002.19,185029.65,110,100,149973.28,25902.73,448570.37,280,15151.08,33640.55,5050.92,4080.6,720.02,410.01,260,300,110
198.0488,69570.2,62137.92,180,190,140905.14,19372.72,271532.79,280,11739.63,25623.53,3760.51,3320.4,410.01,470.01,340,200,210
199.5488,69439.6,50755.38,60,110,104687.61,15117.75,254221.44,110,10360.99,28028.16,3390.41,2510.23,290,310,230,140,210
201.0489,69178.4,59597.68,240,80,151185.48,24780.81,299682.16,550.01,15855.95,33039.12,5351.03,3430.42,560.01,380.01,320,330,280
202.5489,74664.49,85451.73,240,130,169198.16,26343.52,328295.17,500.01,18573.59,45775.05,5881.24,3530.45,580.01,520.01,480.01,290,200
204.0489,70504.53,132338.88,170,90,170776.07,30301.11,259005.45,210,20126.76,47380.4,5431.06,3950.56,530.01,380.01,230,180,80
205.5489,68957.4,45649.08,130,90,131398.6,18531.64,223823.76,130,11218.8,32137.01,4040.59,3780.51,370,580.01,250,260,220
207.0489,78614.5,37356.27,17360.05,100,158986.28,12925.66,240895.59,140,48369.45,118098.26,20485.05,16149.39,2570.24,2130.16,1340.07,530.01,330
208.5489,78895.96,11084.08,33136.59,210,101344.54,2300.18,167871.52,60,55149.64,147375.1,21126.01,16569.88,2350.2,1890.13,1190.05,590.01,400.01
210.049,80383.79,6831.55,48538.47,70,143146.41,3310.37,210525.71,200,61441.17,143333.28,28749.64,22898.87,2640.25,2160.17,950.03,520.01,300
211.549,76674.54,166121.13,26192.87,170,70587.32,14136.77,83340.15,10,10953.28,26425.03,2860.29,1440.07,180,90,40,10,30
213.049,69730.94,617233.94,220,50,61386.58,28818.14,110421.18,80,2673.73,7101.81,860.03,430.01,120,70,70,40,10
214.549,73518.88,481991.05,260,70,68377.01,31613.86,104980.78,400.01,2275.7,6901.71,710.02,600.01,110,110,40,70,60
216.049,71097.3,821119.68,370,110,105412.69,34851.14,168883.24,230,4755.91,11604.83,1460.08,840.03,150,90,40,50,50
217.549,69369.28,487215.19,150,220,55262.61,19162.44,99441.71,60,2541.05,5801.21,680.02,510.01,100,30,20,20,0
219.0491,69710.85,529900.81,290,90,63214.22,24790.82,124535.48,80,14007.03,46577.7,4510.73,3430.42,560.01,430.01,300,170,190
220.5491,76614.24,72946.22,23418.28,160,79089.99,2840.27,139370.3,100,51861.56,141110.76,18602.41,15268.39,2130.16,1810.12,940.03,680.02,370
222.0491,85783.44,2910.28,36775.06,160,98445.14,1250.05,186093.14,40,72381.22,178637.55,29781.81,24521.64,2690.26,1560.09,940.03,560.01,500.01
223.5491,83229.18,1560.08,32505.21,150,88543.1,890.03,125140.68,20,56758.12,148284.67,23499.81,16389.67,2240.18,1620.1,1180.05,450.01,300
225.0491,80695.45,470.01,7021.64,140,4600.71,130,1800.11,0,908.19,1100.04,140,40,0,10,0,0,0
226.5491,70333.73,80,160,70,820.02,90,0,0,0,0,10,0,0,0,0,0,0
228.0491,70936.55,60,70,90,440.01,50,0,0,0,0,0,0,0,0,0,0,0
229.5492,71157.58,50,130,60,440.01,70,0,0,0,0,0,0,0,0,0,0,0
231.0492,69329.09,60,140,40,360,30,0,0,0,0,0,0,0,0,0,0,0
232.5492,70404.06,60,180,120,580.01,70,0,0,0,0,0,0,0,0,10,0,0
234.0492,69087.99,50,120,130,640.01,50,0,0,0,0,0,0,0,0,0,0,0
235.5492,67480.73,40,110,140,420.01,80,0,0,0,0,0,0,0,0,0,0,0
237.0493,70333.73,70,50,100,740.02,90,0,0,0,0,0,0,0,10,60,160,160
238.5493,74141.92,48407.67,260,110,169724.12,25902.73,285090.73,330,16080.7,33540.31,4460.71,3360.41,530.01,530.01,410.01,330,210
240.0493,70625.09,58131.97,180,130,155226.83,23138.14,393496.86,260,17950.32,48785.24,6651.59,4500.73,890.03,550.01,430.01,340,210
241.5493,70333.73,50745.35,150,100,147104.8,24300.01,448776.67,280,13802.75,31736.09,4750.81,2890.3,540.01,470.01,250,210,150
243.0493,69660.61,100232.42,410.01,200,144681.18,25221.55,383636.43,260,11862.19,28128.36,4100.6,3110.35,500.01,510.01,450.01,370,290
244.5493,71720.24,119250.24,110,120,162039.01,27415.47,420853.28,270,16070.48,38152.15,5761.19,3680.49,590.01,480.01,230,280,180
246.0493,70263.4,62599.82,140,100,111496.88,17850.8,263078.2,160,8461.75,20314.8,3020.33,2530.23,450.01,440.01,280,110,180
247.5494,70404.06,46321.12,350,170,128190.75,25702.38,349074.79,890.03,18328.36,38553.25,5160.96,3620.47,500.01,520.01,480.01,270,120
249.0494,72584.36,54889.84,140,100,130793.29,20774.63,325022.27,220,19053.82,43467.68,5631.14,3870.54,400.01,350,220,160,110
250.5494,71197.77,47765.62,3790.48,100,122119.93,14877.5,186295.73,160,20699.02,54707.16,10063.63,8862.83,1410.07,1020.04,720.02,340,320
252.0494,75780.04,6341.33,34279.15,70,88643.7,2100.15,160488.17,40,44755.37,129498.86,17561.06,14167.23,2190.17,1340.07,910.03,530.01,300
253.5494,75096.62,1130.04,35502,200,76999.05,1620.09,175359.87,100,43271.11,106807.71,16890.23,14197.26,1890.13,1840.12,850.03,480.01,410.01
255.0495,77890.76,2570.22,34790.33,120,77501.65,2160.16,129882.33,180,44233.3,132527.11,19033,13816.87,1630.1,1610.09,1000.04,690.02,470.01
256.5495,77941.01,37606.89,52371.34,170,106580.99,30190.88,76602.94,150,22773.68,57217.21,7371.95,4990.9,480.01,390.01,110,30,40
258.0495,68445.07,588486.91,970.03,150,76235.12,33808.72,109917.35,30,2775.79,5901.25,970.03,540.01,110,40,80,30,10
259.5495,69590.29,661922.88,610.01,120,74767.69,31573.77,126149.42,30,3041.15,9203.04,870.03,840.03,140,90,80,10,70
261.0495,71599.67,523244.05,5981.19,1130.04,82448.17,23228.28,103872.79,200,18430.54,52297.94,9313.11,8322.49,1540.09,1450.08,670.02,430.01,240
262.5496,75146.87,37877.57,33727.91,140,93895.83,8402.39,158870.41,20,28927.93,66056.17,10834.21,7672.12,910.03,630.01,230,60,20
264.0496,70514.57,564712.14,520.01,90,64399.3,26614,116670.1,40,2939.09,5601.13,710.02,500.01,60,80,20,20,70
265.5496,70815.98,541005.3,730.02,130,62531.34,32215.16,122619.16,120,15304.31,51193.85,7341.93,6221.39,850.03,930.03,620.01,360,350
267.0496,77016.28,43021.36,38740,150,85988.16,2000.14,154927.86,140,44448.27,105296.27,15428.54,12605.72,1660.1,1290.06,720.02,420.01,250
268.5496,77036.38,1120.04,24049.28,80,65242.96,800.02,126956.45,60,41162.7,101266.57,16399.65,12055.23,1460.08,1210.05,700.02,540.01,340
270.0496,77277.61,790.02,28567.2,120,72677.36,1010.03,169591.48,30,59616.95,127379.46,21196.12,12595.71,620.01,120,60,30,20
271.5497,69921.82,120,330,130,780.02,80,500.01,0,10.2,300,10,0,0,0,0,0,0
273.0497,70323.68,40,160,130,580.01,110,0,0,0,0,0,0,0,0,0,0,0
274.5497,68786.62,0,80,130,600.01,40,0,0,10.2,0,0,0,0,0,0,0,0
276.0497,69931.86,50,130,110,640.01,50,0,0,0,0,0,0,0,0,0,0,0
277.5497,70162.93,60,120,130,480.01,40,0,0,0,0,0,0,0,0,0,10,0
279.0497,68927.25,20,150,150,440.01,120,0,0,0,0,0,0,0,0,0,0,0
280.5497,68334.56,140,90,80,740.02,80,0,0,0,0,0,0,0,0,0,0,0
282.0498,70062.47,50,70,110,2900.28,7521.92,56610.91,630.01,11647.72,28930,4620.77,3370.41,630.01,440.01,320,320,250
283.5498,69740.99,49150.07,50,50,105090.43,15618.27,284478.81,180,17337.3,47179.72,5090.93,3460.43,550.01,580.01,350,250,160
285.0498,70675.32,61645.9,90,130,143873.39,25492.02,266439.07,120,7971.67,16009.19,2920.31,2040.15,320,300,270,170,150
286.5498,70474.38,53886.22,170,110,126173.59,18421.5,218746.73,90,4480.31,14907.97,1710.1,1400.07,290,370,280,180,150
288.0498,70665.28,266843.14,200,80,156661.78,28196.94,341496.52,140,12628.16,30533.41,4540.74,3360.41,520.01,420.01,350,380.01,380.01
289.5499,71489.15,77850.69,120,150,187232.59,31633.9,407580.06,150,13588.25,23519.83,3810.52,3560.46,480.01,380.01,310,390.01,260
291.0499,71358.53,58503.41,100,130,174964.39,27255.17,337197.1,270,17357.73,38452.98,6001.29,3990.57,510.01,470.01,300,150,170
292.5499,72574.32,57850.89,310,120,111980.5,23618.9,277749.52,420.01,17786.85,32437.71,4950.88,2900.3,430.01,170,320,310,180
294.0499,78815.55,37075.58,12835.49,160,98062.62,8002.17,162409.51,110,31351.53,86165.54,13076.14,11905.1,1530.08,1160.05,1010.04,440.01,400.01
295.5499,76443.37,1170.05,31903.92,100,82247.07,1570.08,145833.76,50,48758.56,103482.77,15168.26,12405.54,1760.11,1600.09,890.03,630.01,360
297.05,74925.78,1990.13,30210.41,120,81502.98,1440.07,144318.62,170,41909.82,101770.22,17230.65,12475.6,1750.11,1500.08,700.02,410.01,350
298.55,76362.97,2050.14,31984.09,90,76315.54,1030.04,139471.27,50,45431.02,121124.05,17120.52,13916.97,1660.1,1230.05,810.02,480.01,470.01
300.05,77930.96,3290.36,23398.25,130,70265.79,1320.06,114150.05,30,43178.99,118804.21,15979.16,11674.91,1540.09,1320.06,560.01,350,260
301.55,75940.84,142309.17,10383.6,170,75410.93,32054.81,84345.97,140,8390.28,16810.13,2050.15,1300.06,100,100,90,50,40
303.05,70846.12,534167.65,330,160,75390.83,33858.83,107398.48,0,2694.14,6101.34,690.02,500.01,90,50,40,20,40
304.55,69027.71,536011.44,530.01,160,75149.61,33708.49,129377.82,50,5929.83,22818.67,3010.33,4110.61,590.01,760.02,500.01,290,200
306.05,76041.34,136193.01,35963.09,190,96895,4920.82,174246.49,0,49321.76,114266.51,16760.08,12555.67,1500.08,1280.06,670.02,500.01,350
307.55,76362.97,4300.61,40093.55,130,78446.6,2710.25,189942.85,90,40036.98,104187.98,16259.48,12155.32,1500.08,1270.06,680.02,440.01,210
309.0501,78835.65,106565.68,27374.98,200,71250.47,11794.72,122619.16,40,45216.04,102676.83,18221.91,14227.29,2250.18,1710.11,690.02,460.01,250
310.5501,78081.74,5811.12,33096.5,130,72154.82,1340.06,140985.9,0,50437.98,125563.08,18402.15,14847.94,2000.14,1590.09,1070.04,520.01,350
312.0501,78252.62,4460.66,39481.94,170,85565.73,1820.11,168883.24,80,49844.02,98446.47,16419.67,12745.85,2030.15,1390.07,670.02,390.01,290
313.5501,79901.24,990.03,25631.9,150,66146.95,820.02,117678.24,30,45758.62,109024.77,16900.25,14467.53,2180.17,1810.12,960.03,560.01,370
315.0501,79629.81,1310.06,16749.35,90,9683.16,110,6501.46,0,1244.95,1000.04,290,70,30,0,0,90,10
316.5501,68716.29,50,190,140,760.02,40,100,0,51.02,0,0,10,0,0,0,0,0
318.0502,69067.9,70,160,180,540.01,70,0,0,10.2,0,0,0,0,0,0,0,0
319.5502,70735.6,50,120,110,540.01,100,0,0,10.2,0,0,0,0,0,0,0,0
321.0502,69600.34,30,190,120,440.01,40,0,0,0,0,0,0,0,0,0,0,0
322.5502,67581.18,40,130,130,680.02,70,0,0,0,0,0,0,0,0,0,0,0
